"Variable 1","Variable 2","Type","Method","Correlation","abs_corr"
"family_type","inst_difficulty","Categorical–Categorical","Cramér’s V","0.3855853770402963","0.3855853770402963"
"other_illum","light_1_morning","Categorical–Categorical","Cramér’s V","0.3853339196418406","0.3853339196418406"
"monthly_fuel_exp","light_1_night","Numerical–Categorical","Correlation ratio (η)","0.3852711659735506","0.3852711659735506"
"water_source","energy_saving_measures","Categorical–Categorical","Cramér’s V","0.3849198167230708","0.3849198167230708"
"cooking_time_min_d","desired_app_blender","Numerical–Categorical","Correlation ratio (η)","0.384874803389784","0.384874803389784"
"cooking_rustic","mant_capacity","Categorical–Categorical","Cramér’s V","0.3847076812334269","0.3847076812334269"
"cooking_improved","mant_capacity","Categorical–Categorical","Cramér’s V","0.38470768123342686","0.38470768123342686"
"sleep_time_before","radio_night","Numerical–Categorical","Correlation ratio (η)","0.3840571460250864","0.3840571460250864"
"children_0_5","light_1_morning","Numerical–Categorical","Correlation ratio (η)","0.38379888913542637","0.38379888913542637"
"radio_morning","demand_satisfaction","Categorical–Categorical","Cramér’s V","0.38368513877173527","0.38368513877173527"
"light_bulbs","winter_migration","Numerical–Categorical","Correlation ratio (η)","0.3824723616149222","0.3824723616149222"
"fam_head_age","radio_morning","Numerical–Categorical","Correlation ratio (η)","0.38223213882067203","0.38223213882067203"
"family_type","mant_capacity","Categorical–Categorical","Cramér’s V","0.38160318236488733","0.38160318236488733"
"occupation","water_source","Categorical–Categorical","Cramér’s V","0.3813665701428778","0.3813665701428778"
"water_source","illum_flashlight","Categorical–Categorical","Cramér’s V","0.3797378202230966","0.3797378202230966"
"community","desired_app_radio","Categorical–Categorical","Cramér’s V","0.37972584996665376","0.37972584996665376"
"desired_app_radio","light_1_night","Categorical–Categorical","Cramér’s V","0.3795959930513436","0.3795959930513436"
"wakeup_time_after","pv_before","Numerical–Categorical","Correlation ratio (η)","0.3788773484022706","0.3788773484022706"
"rooms","tech_problems_switch","Numerical–Categorical","Correlation ratio (η)","0.37882785804805696","0.37882785804805696"
"phone_2_time","quality","Numerical–Categorical","Correlation ratio (η)","0.37863686613304715","0.37863686613304715"
"adults_18_59","phones","Numerical–Numerical","Pearson","0.3784138144541611","0.3784138144541611"
"summer_migration","Light_2_night","Categorical–Categorical","Cramér’s V","0.37796661418151273","0.37796661418151273"
"phone_3_time","light_1_morning","Numerical–Categorical","Correlation ratio (η)","0.37657744274186","0.37657744274186"
"sleep_time_before","family_type","Numerical–Categorical","Correlation ratio (η)","0.3762099363885457","0.3762099363885457"
"sleep_time_before","light_1_night","Numerical–Categorical","Correlation ratio (η)","0.37568091056366726","0.37568091056366726"
"family_type","eco_support","Categorical–Categorical","Cramér’s V","0.3743947496579361","0.3743947496579361"
"fam_head_age","illum_flashlight","Numerical–Categorical","Correlation ratio (η)","0.37299790808380356","0.37299790808380356"
"sleep_time_after","illum_flashlight","Numerical–Categorical","Correlation ratio (η)","0.37234131926755115","0.37234131926755115"
"fam_head_age","desired_app_phone","Numerical–Categorical","Correlation ratio (η)","0.37224559767418014","0.37224559767418014"
"rooms","radio_night","Numerical–Categorical","Correlation ratio (η)","0.37223398492733534","0.37223398492733534"
"illum_flashlight","radio_morning","Categorical–Categorical","Cramér’s V","0.3719318934070233","0.3719318934070233"
"radio_morning","mant_difficulty","Categorical–Categorical","Cramér’s V","0.37148351242013417","0.37148351242013417"
"children_0_5","radio_morning","Numerical–Categorical","Correlation ratio (η)","0.37085153929508086","0.37085153929508086"
"pv_before","illum_solarpv","Categorical–Categorical","Cramér’s V","0.3704885890747482","0.3704885890747482"
"adults_mas_60","Light_2_night","Numerical–Categorical","Correlation ratio (η)","0.3700567287546944","0.3700567287546944"
"adults_18_59","light_1_night","Numerical–Categorical","Correlation ratio (η)","0.36974439123535185","0.36974439123535185"
"children_0_5","fam_members","Numerical–Numerical","Pearson","0.36942241680666565","0.36942241680666565"
"cooking_freq","light_1_morning","Categorical–Categorical","Cramér’s V","0.368992462459934","0.368992462459934"
"light_bulb_1_time","community","Numerical–Categorical","Correlation ratio (η)","0.36832655813247045","0.36832655813247045"
"act_agriculture","monthly_exp_illum_before","Numerical–Numerical","Pearson","0.3679363034214882","0.3679363034214882"
"monthly_income","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.3669981565322007","0.3669981565322007"
"monthly_fuel_exp","radio_night","Numerical–Categorical","Correlation ratio (η)","0.3663006377973005","0.3663006377973005"
"fam_head_age","tech_problems_battery","Numerical–Categorical","Correlation ratio (η)","0.3656410836324372","0.3656410836324372"
"phone_2_time","winter_migration","Numerical–Categorical","Correlation ratio (η)","0.36507182110529107","0.36507182110529107"
"transport_car","mant_freq","Categorical–Categorical","Cramér’s V","0.3643050717645049","0.3643050717645049"
"desired_app_blender","mant_freq","Categorical–Categorical","Cramér’s V","0.3643050717645049","0.3643050717645049"
"rooms","light_1_morning","Numerical–Categorical","Correlation ratio (η)","0.3640121142579251","0.3640121142579251"
"light_bulbs","energy_saving_measures","Numerical–Categorical","Correlation ratio (η)","0.36375908937851326","0.36375908937851326"
"monthly_fuel_exp","cooking_metal","Numerical–Categorical","Correlation ratio (η)","0.36366096604456305","0.36366096604456305"
"phones","children_in_school","Numerical–Categorical","Correlation ratio (η)","0.36315849399585376","0.36315849399585376"
"family_type","before_phone","Categorical–Categorical","Cramér’s V","0.36194881467473333","0.36194881467473333"
"monthly_exp_illum_before","family_type","Numerical–Categorical","Correlation ratio (η)","0.36165468400161627","0.36165468400161627"
"rooms","accessibility","Numerical–Categorical","Correlation ratio (η)","0.36158828034147317","0.36158828034147317"
"act_dl_agri","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.36129283754467917","0.36129283754467917"
"fam_head_age","fam_members","Numerical–Numerical","Pearson","-0.36104449998138083","0.36104449998138083"
"act_agriculture","radio_night","Numerical–Categorical","Correlation ratio (η)","0.36080922004465293","0.36080922004465293"
"light_bulb_1_time","family_type","Numerical–Categorical","Correlation ratio (η)","0.35993624248288436","0.35993624248288436"
"act_agriculture","accessibility","Numerical–Categorical","Correlation ratio (η)","0.3592864763269917","0.3592864763269917"
"light_bulbs","radio_night","Numerical–Categorical","Correlation ratio (η)","0.35918714457014833","0.35918714457014833"
"children_5_17","occupation","Numerical–Categorical","Correlation ratio (η)","0.35861890735992813","0.35861890735992813"
"radios","family_type","Numerical–Categorical","Correlation ratio (η)","0.3580710171455868","0.3580710171455868"
"phones","newly_acq_phone","Numerical–Categorical","Correlation ratio (η)","0.3573026388835939","0.3573026388835939"
"importance_allday","light_1_night","Categorical–Categorical","Cramér’s V","0.3571746802064749","0.3571746802064749"
"importance_night","light_1_night","Categorical–Categorical","Cramér’s V","0.35717468020647486","0.35717468020647486"
"occupation","children_in_school","Categorical–Categorical","Cramér’s V","0.35676286502812365","0.35676286502812365"
"family_type","mant_difficulty","Categorical–Categorical","Cramér’s V","0.35651405397572017","0.35651405397572017"
"wakeup_time_after","radio_morning","Numerical–Categorical","Correlation ratio (η)","0.3559426912504784","0.3559426912504784"
"phone_1_time","occupation","Numerical–Categorical","Correlation ratio (η)","0.3557076848941293","0.3557076848941293"
"desired_app_radio","radio_night","Categorical–Categorical","Cramér’s V","0.3553167600887974","0.3553167600887974"
"cooking_time_min_d","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.3550553082395238","0.3550553082395238"
"occupation","pv_before","Categorical–Categorical","Cramér’s V","0.3548221306349531","0.3548221306349531"
"wakeup_time_after","desired_app_TV","Numerical–Categorical","Correlation ratio (η)","0.3539981430949677","0.3539981430949677"
"fam_head_age","Light_2_night","Numerical–Categorical","Correlation ratio (η)","0.3539083434996863","0.3539083434996863"
"community","tech_problems_USB","Categorical–Categorical","Cramér’s V","0.35380492226799265","0.35380492226799265"
"sleep_time_before","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.353474039616811","0.353474039616811"
"adults_mas_60","family_type","Numerical–Categorical","Correlation ratio (η)","0.35293767363474315","0.35293767363474315"
"adults_18_59","accessibility","Numerical–Categorical","Correlation ratio (η)","0.3524186368289293","0.3524186368289293"
"food_pres_trofa","inst_difficulty","Categorical–Categorical","Cramér’s V","0.35197762444465325","0.35197762444465325"
"act_dl_agri","water_source","Numerical–Categorical","Correlation ratio (η)","0.35096326877945344","0.35096326877945344"
"family_type","illum_solarpv","Categorical–Categorical","Cramér’s V","0.3504341443516796","0.3504341443516796"
"sleep_time_before","light_bulb_1_time","Numerical–Numerical","Pearson","0.35033438091360225","0.35033438091360225"
"children_5_17","light_1_night","Numerical–Categorical","Correlation ratio (η)","0.34881536903652194","0.34881536903652194"
"monthly_income","mant_difficulty","Numerical–Categorical","Correlation ratio (η)","0.3486130360045075","0.3486130360045075"
"adults_mas_60","light_3_night","Numerical–Categorical","Correlation ratio (η)","0.3482852429159829","0.3482852429159829"
"phone_2_time","migration","Numerical–Categorical","Correlation ratio (η)","0.3479583484224894","0.3479583484224894"
"fam_members","water_source","Numerical–Categorical","Correlation ratio (η)","0.3477032199302446","0.3477032199302446"
"fam_members","light_1_night","Numerical–Categorical","Correlation ratio (η)","0.34729257659886625","0.34729257659886625"
"summer_migration","radio_morning","Categorical–Categorical","Cramér’s V","0.3470371487444762","0.3470371487444762"
"wo_activity","phone_2_time","Numerical–Numerical","Pearson","0.3460603686929132","0.3460603686929132"
"quality","tech_problems_battery","Categorical–Categorical","Cramér’s V","0.34586943167465883","0.34586943167465883"
"food_pres_trofa","mant_freq","Categorical–Categorical","Cramér’s V","0.3453787665371564","0.3453787665371564"
"act_agriculture","rooms","Numerical–Numerical","Pearson","0.34502274950272266","0.34502274950272266"
"radio_morning","Light_2_night","Categorical–Categorical","Cramér’s V","0.3443723480749144","0.3443723480749144"
"light_bulb_2_time","accessibility","Numerical–Categorical","Correlation ratio (η)","0.34347683449321387","0.34347683449321387"
"water_source","cooking_male","Categorical–Categorical","Cramér’s V","0.3417305399064618","0.3417305399064618"
"water_source","cooking_female","Categorical–Categorical","Cramér’s V","0.3417305399064618","0.3417305399064618"
"act_dl_agri","occupation","Numerical–Categorical","Correlation ratio (η)","0.34151627579570293","0.34151627579570293"
"monthly_fuel_exp","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.34058851393082035","0.34058851393082035"
"monthly_income","food_pres_trofa","Numerical–Categorical","Correlation ratio (η)","0.34041609515632193","0.34041609515632193"
"wo_activity","monthly_exp_illum_before","Numerical–Numerical","Pearson","0.34014508340439703","0.34014508340439703"
"light_bulbs","radio_morning","Numerical–Categorical","Correlation ratio (η)","0.3393494199484678","0.3393494199484678"
"wakeup_time_after","radio_night","Numerical–Categorical","Correlation ratio (η)","0.3391455573415645","0.3391455573415645"
"community","migration","Categorical–Categorical","Cramér’s V","0.33885271729936595","0.33885271729936595"
"radio_time","quality","Numerical–Categorical","Correlation ratio (η)","0.33855783681891605","0.33855783681891605"
