date,time,V1,V2,V3,I1,I2,I3,I4,O1,O2
04/28/2023,02:54:49,12.848,5.185,0,0.229,0,0.027,0,0,0
04/28/2023,03:04:49,12.848,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,03:14:49,12.848,5.185,0,0.23,0,0.027,0,0,0
04/28/2023,03:24:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,03:34:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,03:44:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,03:54:49,12.793,5.185,0,0.23,0,0.027,0,0,0
04/28/2023,04:04:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,04:14:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,04:24:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,04:34:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,04:44:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,04:54:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,05:04:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,05:14:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,05:24:49,12.793,5.185,0,0.23,0,0.027,0,0,0
04/28/2023,05:34:49,12.793,5.185,0,0.23,0,0.026,0,0,0
04/28/2023,05:44:49,12.793,5.185,0.11,0.23,0,0.026,0,0.11,0
04/28/2023,05:54:49,12.793,5.185,1.342,0.23,0,0.027,0,1.078,0.001
04/28/2023,06:04:49,12.903,5.185,8.283,0.027,0,0.026,0.002,7.854,0.003
04/28/2023,06:14:49,12.958,5.185,13.068,0,0,0.027,0.004,14.19,0.006
04/28/2023,06:24:49,12.958,5.185,13.981,0,0,0.027,0.009,17.204,0.012
04/28/2023,06:34:49,12.958,5.185,13.607,0,0,0.026,0.016,18.436,0.019
04/28/2023,06:44:49,12.958,5.185,13.651,0,0,0.027,0.026,19.305,0.027
04/28/2023,06:54:49,12.958,5.185,14.3,0,0,0.027,0.039,20.163,0.047
04/28/2023,07:04:49,13.013,5.185,14.729,0,0,0.027,0.083,20.647,0.091
04/28/2023,07:14:49,13.013,5.185,15.213,0,0,0.027,0.123,20.966,0.131
04/28/2023,07:24:49,13.068,5.185,15.378,0,0,0.027,0.162,21.186,0.174
04/28/2023,07:34:49,13.123,5.185,15.807,0,0,0.027,0.205,21.34,0.219
04/28/2023,07:44:49,13.123,5.185,15.862,0,0,0.026,0.253,21.45,0.268
04/28/2023,07:54:49,13.167,5.185,15.972,0,0,0.027,0.302,21.56,0.32
04/28/2023,08:04:49,13.222,5.185,15.752,0,0,0.027,0.353,21.505,0.374
04/28/2023,08:14:49,13.222,5.185,16.291,0,0,0.027,0.358,21.34,0.429
04/28/2023,08:24:49,13.222,5.185,16.291,0,0,0.026,0.405,21.34,0.483
04/28/2023,08:34:49,13.277,5.185,16.5,0,0,0.027,0.444,21.56,0.536
04/28/2023,08:44:49,13.332,5.185,15.972,0,0,0.026,0.544,21.615,0.589
04/28/2023,08:54:49,13.332,5.185,15.972,0,0,0.027,0.589,21.56,0.641
04/28/2023,09:04:49,13.332,5.185,16.071,0,0,0.027,0.632,21.56,0.692
04/28/2023,09:14:49,13.387,5.185,16.181,0,0,0.027,0.665,21.45,0.741
04/28/2023,09:24:49,13.442,5.185,16.236,0,0,0.027,0.713,21.56,0.786
04/28/2023,09:34:49,13.442,5.185,16.236,0,0,0.027,0.733,21.45,0.83
04/28/2023,09:44:49,13.497,5.185,16.236,0,0,0.027,0.766,21.395,0.873
04/28/2023,09:54:49,13.497,5.185,16.027,0,0,0.027,0.799,21.186,0.915
04/28/2023,10:04:49,13.552,5.185,15.917,0,0,0.027,0.84,21.186,0.952
04/28/2023,10:14:49,13.552,5.185,16.027,0,0,0.026,0.869,21.186,0.988
04/28/2023,10:24:49,13.552,5.185,15.972,0,0,0.027,0.9,21.241,1.023
04/28/2023,10:34:49,13.497,5.185,17.039,0,0,0.028,0.739,21.241,1.054
04/28/2023,10:44:49,13.497,5.185,17.468,0,0,0.027,0.676,21.241,1.086
04/28/2023,10:54:49,13.552,5.246,16.027,0,0,0.026,0.975,21.285,1.112
04/28/2023,11:04:49,13.607,5.185,16.291,0,0,0.027,0.973,21.285,1.139
04/28/2023,11:14:49,13.552,5.185,17.039,0,0,0.026,0.829,21.241,1.162
04/28/2023,11:24:49,13.607,5.185,16.236,0,0,0.027,1.017,21.241,1.183
04/28/2023,11:34:49,13.651,5.185,16.126,0,0,0.027,1.04,21.131,1.203
04/28/2023,11:44:49,13.651,5.185,16.555,0,0,0.026,0.971,21.131,1.218
04/28/2023,11:54:49,13.706,5.185,16.126,0,0,0.027,1.037,20.966,1.23
04/28/2023,12:04:49,13.816,5.185,15.972,0,0,0.028,1.051,20.856,1.24
04/28/2023,12:14:49,13.981,5.185,16.984,0,0,0.027,0.878,20.592,1.245
04/28/2023,12:24:49,14.091,5.185,19.789,0,0,0.028,0.345,20.537,1.25
04/28/2023,12:34:49,14.135,5.185,19.943,0,0,0.027,0.183,20.328,1.259
04/28/2023,12:44:49,14.135,5.185,19.998,0,0,0.027,0.126,20.273,1.259
04/28/2023,12:54:49,14.19,5.185,19.943,-0.001,0,0.027,0.092,20.108,1.262
04/28/2023,13:04:49,14.135,5.185,19.943,0,0,0.027,0.065,20.053,1.259
04/28/2023,13:14:49,14.135,5.185,20.163,0,0,0.028,0.053,20.273,1.249
04/28/2023,13:24:49,14.135,5.185,20.108,-0.001,0,0.027,0.046,20.163,1.243
04/28/2023,13:34:49,14.135,5.185,20.163,0,0,0.027,0.042,20.273,1.23
04/28/2023,13:44:49,14.135,5.185,20.482,0,0,0.027,0.039,20.537,1.212
04/28/2023,13:54:49,14.135,5.185,20.482,0,0,0.027,0.037,20.537,1.19
04/28/2023,14:04:49,14.135,5.185,20.482,0,0,0.026,0.035,20.592,1.167
04/28/2023,14:14:49,14.135,5.185,20.537,-0.001,0,0.027,0.036,20.592,1.143
04/28/2023,14:24:49,14.135,5.185,20.482,0,0,0.027,0.035,20.592,1.127
04/28/2023,14:34:49,14.135,5.185,20.537,0,-0.001,0.028,0.034,20.592,1.089
04/28/2023,14:44:49,14.135,5.185,20.328,0,0,0.028,0.034,20.427,1.062
04/28/2023,14:54:49,14.135,5.185,20.702,0,0,0.028,0.033,20.757,1.026
04/28/2023,15:04:49,14.135,5.185,20.647,-0.001,0,0.028,0.034,20.757,0.992
04/28/2023,15:14:49,14.135,5.185,20.757,-0.001,0,0.027,0.033,20.801,0.956
04/28/2023,15:24:49,14.135,5.185,20.757,0,0,0.027,0.032,20.801,0.918
04/28/2023,15:34:49,14.135,5.185,20.757,0,0,0.027,0.032,20.856,0.873
04/28/2023,15:44:49,14.135,5.185,20.757,0,0,0.026,0.032,20.856,0.831
04/28/2023,15:54:49,14.135,5.185,20.801,0,0,0.027,0.032,20.911,0.785
04/28/2023,16:04:49,14.135,5.185,20.801,0,0,0.027,0.031,20.911,0.74
04/28/2023,16:14:49,14.135,5.185,20.856,0,0,0.027,0.031,20.911,0.685
04/28/2023,16:24:49,14.135,5.185,20.801,0,0,0.026,0.032,20.856,0.629
04/28/2023,16:34:49,14.135,5.185,20.702,-0.001,0,0.026,0.032,20.801,0.572
04/28/2023,16:44:49,14.135,5.185,20.757,-0.001,0,0.026,0.031,20.856,0.509
04/28/2023,16:54:49,14.135,5.185,20.757,0,0,0.027,0.032,20.801,0.445
04/28/2023,17:04:49,14.135,5.185,20.592,-0.001,0,0.027,0.031,20.702,0.371
04/28/2023,17:14:49,14.135,5.185,15.642,0,0,0.027,0.031,18.337,0.047
04/28/2023,17:24:49,13.981,5.185,14.674,-0.001,0,0.026,0.023,18.117,0.028
04/28/2023,17:34:49,13.761,5.185,14.355,0,0,0.026,0.018,17.688,0.022
04/28/2023,17:44:49,13.607,5.185,14.19,0,0,0.026,0.01,16.555,0.013
04/28/2023,17:54:49,13.442,5.185,13.552,0,0,0.027,0.004,14.091,0.007
04/28/2023,18:04:49,13.332,5.185,9.405,0,0,0.027,0.003,8.382,0.003
04/28/2023,18:14:49,13.222,5.185,1.617,0.097,0,0.026,0,1.078,0.001
04/28/2023,18:24:49,12.958,5.185,0.165,0.393,0,0.026,0,0.11,0
04/28/2023,18:34:49,12.958,5.002,0,0.391,0.023,0.027,0,0,0
04/28/2023,18:44:49,12.958,4.758,0,0.391,0.053,0.027,0,0,0
04/28/2023,18:54:49,12.958,4.758,0,0.392,0.052,0.025,0,0,0
04/28/2023,19:04:49,12.903,4.758,0,0.393,0.055,0.026,0,0,0
04/28/2023,19:14:49,12.903,4.758,0,0.393,0.057,0.026,0,0,0
04/28/2023,19:24:49,12.903,4.758,0,0.393,0.074,0.026,0,0,0
04/28/2023,19:34:49,12.903,4.758,0,0.393,0.076,0.027,0,0,0
04/28/2023,19:44:49,12.903,4.758,0,0.393,0.073,0.026,0,0,0
04/28/2023,19:54:49,12.903,4.758,0,0.393,0.074,0.026,0,0,0
04/28/2023,20:04:49,12.903,4.758,0,0.393,0.071,0.026,0,0,0
04/28/2023,20:14:49,12.903,4.758,0,0.393,0.072,0.026,0,0,0
04/28/2023,20:24:49,12.903,4.758,0,0.332,0.078,0.026,0,0,0
04/28/2023,20:34:49,13.013,4.758,0,0.163,0.075,0.025,0,0,0
04/28/2023,20:44:49,13.013,4.758,0,0.163,0.076,0.025,0,0,0
04/28/2023,20:54:49,13.013,4.758,0,0.163,0.071,0.025,0,0,0
04/28/2023,21:04:49,13.013,4.758,0,0.163,0.072,0.025,0,0,0
04/28/2023,21:14:49,13.013,4.819,0,0.163,0.065,0.026,0,0,0
04/28/2023,21:24:49,13.013,5.185,0,0.163,0,0.026,0,0,0
04/28/2023,21:34:49,13.013,5.185,0,0.163,0,0.027,0,0,0
