time,V1,V2,V3,I1,I2,I3,I4,O1,O2
23:56:44,13.277,5.307,0,0,0,0.026,0,0,0
00:06:44,13.277,5.307,0,0,0,0.026,0,0,0
00:16:44,13.277,5.307,0,0,0,0.026,0,0,0
00:26:44,13.123,5.063,0,0,0.412,0.026,0,0,0
00:36:44,13.068,4.941,0,0,0.496,0.026,0,0,0
00:46:44,13.068,4.941,0,0,0.461,0.026,0,0,0
00:56:44,13.068,4.941,0,0,0.48,0.026,0,0,0
01:06:44,13.068,4.941,0,0,0.496,0.026,0,0,0
01:16:44,13.068,4.941,0,0,0.496,0.026,0,0,0
01:26:44,13.068,4.941,0,0,0.496,0.026,0,0,0
01:36:44,13.068,4.941,0,0,0.49,0.026,0,0,0
01:46:44,13.068,4.941,0,0,0.432,0.026,0,0,0
01:56:44,13.068,4.941,0,0,0.39,0.026,0,0,0
02:06:44,13.068,4.941,0,0,0.329,0.027,0,0,-0.002
02:16:44,13.167,5.307,0,0,0.003,0.026,0,0,0
02:26:44,13.222,5.307,0,0,0,0.026,0,0,0
02:36:44,13.222,5.307,0,0,0,0.026,0,0,0
02:46:44,13.222,5.307,0,0,0,0.027,0,0,0
02:56:44,13.222,5.307,0,0,0,0.026,0,0,0
03:06:44,13.222,5.307,0,0,0,0.026,0,0,0
03:16:44,13.222,5.307,0,0,0,0.026,0,0,0
03:26:44,13.222,5.307,0,0,0,0.026,0,0,0
03:36:44,13.222,5.307,0,0,0,0.027,0,0,0
03:46:44,13.167,5.307,0,0.088,0,0.026,0,0,0
03:56:44,13.068,5.307,0,0.164,0,0.026,0,0,0
04:06:44,13.068,5.307,0,0.164,0,0.026,0,0,0
04:16:44,13.123,5.307,0,0.071,0,0.026,0,0,0
04:26:44,13.167,5.307,0,0,0,0.026,0,0,0
04:36:44,13.222,5.307,0,0,0,0.026,0,0,0
04:46:44,13.222,5.307,0,0,0,0.026,0,0,0
04:56:44,13.222,5.307,0,0,0,0.026,0,0,0
05:06:44,13.222,5.307,0,0,0,0.026,0,0,0
05:16:44,13.222,5.307,0,0,0,0.026,0,0,0
05:26:44,13.222,5.307,0,0,0,0.026,0,0,0
05:36:44,13.222,5.307,0.055,0,0,0.026,0,0.055,0
05:46:44,13.222,5.307,1.188,0,0,0.026,0,0.858,0
05:56:44,13.222,5.307,7.37,0,0,0.026,0.001,6.93,0.003
06:06:44,13.222,5.307,12.793,0,0,0.026,0.003,12.903,0.005
06:16:44,13.222,5.307,13.926,0,0,0.026,0.006,15.807,0.01
06:26:44,13.222,5.307,13.816,0,0,0.026,0.012,17.204,0.016
06:36:44,13.222,5.307,13.926,0,0,0.026,0.019,18.062,0.023
06:46:44,13.222,5.307,14.091,0.004,0,0.026,0.025,18.546,0.028
06:56:44,13.222,5.307,14.091,0,0,0.026,0.03,18.975,0.034
07:06:44,13.222,5.307,14.091,0,0,0.026,0.034,19.569,0.037
07:16:44,13.222,5.307,14.41,0,0,0.026,0.037,20.108,0.042
07:26:44,13.277,5.307,14.839,0,0,0.026,0.041,20.592,0.048
07:36:44,13.277,5.307,14.949,0,0,0.026,0.046,20.911,0.058
07:46:44,13.277,5.307,15.213,0,0,0.026,0.049,21.186,0.066
07:56:44,13.277,5.307,15.488,0,0,0.026,0.05,21.34,0.084
08:06:44,13.277,5.307,15.378,0,0,0.026,0.053,21.45,0.119
08:16:44,13.277,5.307,15.378,0,0,0.026,0.055,21.505,0.186
08:26:44,13.277,5.307,15.488,0,0,0.026,0.058,21.505,0.259
08:36:44,13.332,5.307,15.378,0,0,0.026,0.065,21.34,0.297
08:46:44,13.332,5.307,15.323,0,0,0.026,0.08,21.285,0.342
08:56:44,13.387,5.307,15.807,0,0,0.026,0.169,21.34,0.413
09:06:44,13.497,5.307,16.236,0,0,0.026,0.228,21.34,0.469
09:16:44,13.607,5.307,15.972,0,0,0.026,0.343,21.34,0.539
09:26:44,13.607,5.307,16.83,0,0,0.026,0.37,21.186,0.576
09:36:44,13.706,5.307,16.555,0,0,0.026,0.536,21.395,0.742
09:46:44,13.706,5.307,16.401,0,0,0.026,0.577,21.186,0.683
09:56:44,13.651,5.307,15.862,0,0,0.027,0.423,20.537,0.453
10:06:44,13.761,5.307,16.181,0,0,0.027,0.644,21.131,0.696
10:16:44,13.607,5.307,15.378,0,0,0.029,0.381,20.757,0.431
10:26:44,13.871,5.307,16.61,0,0,0.026,0.774,21.505,0.924
10:36:44,13.926,5.307,16.027,0,0,0.026,0.916,21.076,0.943
10:46:44,13.816,5.307,16.291,0,0,0.026,0.691,21.021,0.805
10:56:44,13.926,5.307,16.126,0,0,0.026,0.938,21.076,1.038
11:06:44,13.926,5.307,16.071,0,0,0.026,0.928,21.021,1.08
11:16:44,13.761,5.307,15.697,0,0,0.026,0.603,20.757,0.786
11:26:44,13.816,5.307,16.181,0,0,0.026,0.751,21.021,0.822
11:36:44,13.871,5.307,16.126,0,0,0.027,0.814,20.911,0.959
11:46:44,14.091,5.307,16.181,0,0,0.029,1.09,20.966,1.225
11:56:44,14.036,5.307,16.401,0,0,0.026,0.989,20.757,1.198
12:06:44,14.091,5.307,16.5,0,0,0.027,0.93,20.757,1.111
12:16:44,14.036,5.307,17.578,0,0,0.026,0.668,20.801,0.935
12:26:44,13.981,5.307,16.72,0,0,0.026,0.513,20.647,0.671
12:36:44,14.135,5.307,19.085,0,0,0.026,0.493,21.076,1.082
12:46:44,14.3,5.307,19.14,0,0,0.027,0.388,20.537,1.137
12:56:44,14.245,5.307,19.943,0,0,0.027,0.205,20.801,1.127
13:06:44,14.3,5.307,18.282,0,0,0.026,0.152,20.108,0.366
13:16:44,14.355,5.307,20.647,0,0,0.027,0.111,20.966,0.786
13:26:44,14.355,5.307,19.998,0,0,0.027,0.087,20.328,0.681
